frequency_hz,amplitude,power
88.3084577114428,81.05089,6569.2466
88.43283582089553,305.3076,93212.72
88.55721393034827,218.0261,47535.38
88.681592039801,201.73232,40695.926
88.80597014925374,337.30548,113774.984
88.93034825870647,242.18016,58651.23
89.05472636815922,307.02905,94266.836
89.17910447761196,192.35544,37000.613
89.30348258706469,39.401104,1552.447
89.42786069651743,99.77635,9955.32
89.55223880597016,205.9128,42400.08
89.6766169154229,174.94576,30606.018
89.80099502487563,123.587006,15273.748
89.92537313432837,268.38156,72028.664
90.0497512437811,121.51979,14767.06
90.17412935323384,92.17602,8496.418
90.29850746268657,114.78393,13175.351
90.42288557213932,23.472433,550.95514
90.54726368159206,185.1275,34272.19
90.67164179104479,126.480255,15997.255
90.79601990049753,199.23701,39695.387
90.92039800995026,290.4416,84356.32
91.044776119403,188.52158,35540.383
91.16915422885573,209.60286,43933.36
91.29353233830847,135.57533,18380.67
91.4179104477612,221.15883,48911.227
91.54228855721394,126.01213,15879.057
